Domain,Area,Emissions,Source,Year,Unit,Value
Emissions from pre and post agricultural production,Africa,CO2,Food Packaging,2002,kt,3894.877248
Emissions from pre and post agricultural production,Africa,CO2,Food Packaging,2003,kt,4448.368198
Emissions from pre and post agricultural production,Africa,CO2,Food Packaging,2004,kt,4744.711632
Emissions from pre and post agricultural production,Africa,CO2,Food Packaging,2005,kt,4787.973937
Emissions from pre and post agricultural production,Africa,CO2,Food Packaging,2006,kt,5093.376618
Emissions from pre and post agricultural production,Africa,CO2,Food Packaging,2007,kt,5273.778904
Emissions from pre and post agricultural production,Africa,CO2,Food Packaging,2008,kt,5810.580588
Emissions from pre and post agricultural production,Africa,CO2,Food Packaging,2009,kt,7080.961175
Emissions from pre and post agricultural production,Africa,CO2,Food Packaging,2010,kt,7615.326662
Emissions from pre and post agricultural production,Africa,CO2,Food Packaging,2011,kt,4992.158908
Emissions from pre and post agricultural production,Africa,CO2,Food Packaging,2012,kt,5016.735714
Emissions from pre and post agricultural production,Africa,CO2,Food Packaging,2013,kt,5375.983582
Emissions from pre and post agricultural production,Africa,CO2,Food Packaging,2014,kt,5796.277503
Emissions from pre and post agricultural production,Africa,CO2,Food Packaging,2015,kt,6532.595929
Emissions from pre and post agricultural production,Africa,CO2,Food Packaging,2016,kt,6210.334458
Emissions from pre and post agricultural production,Africa,CO2,Food Packaging,2017,kt,5796.592706
Emissions from pre and post agricultural production,Africa,CO2,Food Packaging,2018,kt,6454.332367
Emissions from pre and post agricultural production,Africa,CO2,Food Packaging,2019,kt,6464.781678
Emissions from pre and post agricultural production,Africa,CO2,Food Packaging,2020,kt,7305.023074
Emissions from pre and post agricultural production,Africa,CO2,Food Packaging,2021,kt,7725.033168
Emissions from pre and post agricultural production,Africa,CO2,Food Packaging,2022,kt,7725.033168
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,1990,kt,4011.211744
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,1991,kt,4161.847713
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,1992,kt,3735.501258
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,1993,kt,4747.397528
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,1994,kt,4797.035957
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,1995,kt,4960.903072
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,1996,kt,5766.346496
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,1997,kt,6930.587466
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,1998,kt,7725.958622
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,1999,kt,8409.921918
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,2000,kt,9075.185705
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,2001,kt,9893.517803
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,2002,kt,10890.54574
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,2003,kt,11931.03179
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,2004,kt,13376.7629
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,2005,kt,14550.87434
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,2006,kt,15770.94216
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,2007,kt,16815.60469
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,2008,kt,18825.9895
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,2009,kt,19308.69296
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,2010,kt,18864.36961
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,2011,kt,19745.00774
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,2012,kt,16364.68086
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,2013,kt,21431.29622
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,2014,kt,25839.23904
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,2015,kt,29955.31011
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,2016,kt,38254.26808
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,2017,kt,41230.13465
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,2018,kt,44786.95126
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,2019,kt,49660.16889
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,2020,kt,52454.14119
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,2021,kt,58839.47009
Emissions from pre and post agricultural production,Africa,CO2,Food Retail,2022,kt,58839.47009
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,1990,kt,19033.71777
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,1991,kt,22588.46583
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,1992,kt,22731.12337
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,1993,kt,24572.08072
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,1994,kt,25497.13397
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,1995,kt,27056.4646
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,1996,kt,29054.44425
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,1997,kt,31254.56553
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,1998,kt,33847.27198
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,1999,kt,35409.08421
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,2000,kt,34440.14691
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,2001,kt,37391.57181
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,2002,kt,37755.87464
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,2003,kt,40237.35247
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,2004,kt,44491.8494
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,2005,kt,46628.99021
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,2006,kt,48572.78927
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,2007,kt,51278.92681
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,2008,kt,54304.44593
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,2009,kt,53345.04212
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,2010,kt,52478.9814
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,2011,kt,55995.66605
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,2012,kt,60435.81497
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,2013,kt,62678.59295
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,2014,kt,65529.02885
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,2015,kt,68178.14321
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,2016,kt,70078.48097
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,2017,kt,71145.05482
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,2018,kt,78352.01453
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,2019,kt,79327.96405
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,2020,kt,80165.34189
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,2021,kt,76269.90714
Emissions from pre and post agricultural production,Africa,CO2,Food Household Consumption,2022,kt,76269.90714
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,1990,kt,37091.67748
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,1991,kt,37299.60532
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,1992,kt,36946.7869
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,1993,kt,36500.82542
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,1994,kt,37345.3044
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,1995,kt,37533.62549
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,1996,kt,38319.55317
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,1997,kt,39319.72572
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,1998,kt,40104.63312
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,1999,kt,41199.94847
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,2000,kt,41503.92468
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,2001,kt,42142.67461
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,2002,kt,44603.25074
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,2003,kt,46540.59052
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,2004,kt,46639.60614
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,2005,kt,48301.0106
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,2006,kt,52464.14283
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,2007,kt,50293.86401
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,2008,kt,48512.59141
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,2009,kt,49028.45777
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,2010,kt,50647.19977
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,2011,kt,53249.91852
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,2012,kt,50389.22975
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,2013,kt,65914.02713
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,2014,kt,66438.66874
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,2015,kt,64688.85318
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,2016,kt,69065.32571
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,2017,kt,71587.59557
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,2018,kt,67251.5796
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,2019,kt,67131.86962
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,2020,kt,75809.46299
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,2021,kt,80473.34581
Emissions from pre and post agricultural production,Americas,CO2,Fertilizers Manufacturing,2022,kt,80473.34581
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,1990,kt,17423.07059
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,1991,kt,17004.61286
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,1992,kt,18014.4104
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,1993,kt,17170.87068
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,1994,kt,18865.17773
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,1995,kt,18999.31066
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,1996,kt,20737.80053
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,1997,kt,21875.02234
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,1998,kt,22068.37916
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,1999,kt,22078.75934
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,2000,kt,22795.32369
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,2001,kt,23300.24602
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,2002,kt,22629.07474
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,2003,kt,23470.06082
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,2004,kt,24744.00017
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,2005,kt,25615.32893
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,2006,kt,25802.35031
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,2007,kt,29219.56785
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,2008,kt,30065.78635
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,2009,kt,27496.26063
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,2010,kt,33212.6367
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,2011,kt,33953.64141
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,2012,kt,36148.72803
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,2013,kt,37274.88652
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,2014,kt,37931.65916
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,2015,kt,36886.17197
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,2016,kt,37348.96823
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,2017,kt,37298.62346
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,2018,kt,36492.75804
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,2019,kt,38353.68226
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,2020,kt,28577.16229
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,2021,kt,40663.08227
Emissions from pre and post agricultural production,Americas,CO2,Pesticides Manufacturing,2022,kt,40663.08227
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,1990,kt,60256.6364
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,1991,kt,62613.24963
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,1992,kt,59421.73338
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,1993,kt,56234.16187
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,1994,kt,56293.13093
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,1995,kt,102787.9703
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,1996,kt,104418.4461
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,1997,kt,116101.2657
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,1998,kt,114932.246
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,1999,kt,110003.7157
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,2000,kt,118042.0075
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,2001,kt,123153.7911
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,2002,kt,115445.532
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,2003,kt,118801.7158
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,2004,kt,120655.8629
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,2005,kt,122141.1072
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,2006,kt,128109.8093
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,2007,kt,126065.6477
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,2008,kt,129195.111
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,2009,kt,122147.6188
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,2010,kt,124029.9557
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,2011,kt,115049.0533
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,2012,kt,115299.663
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,2013,kt,118459.2867
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,2014,kt,122070.1738
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,2015,kt,118402.6821
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,2016,kt,124555.5195
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,2017,kt,121324.2548
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,2018,kt,120910.0565
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,2019,kt,111873.871
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,2020,kt,117221.0783
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,2021,kt,131467.2934
Emissions from pre and post agricultural production,Americas,CO2,Food Processing,2022,kt,131467.2934
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,1990,kt,107431.9581
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,1991,kt,107421.9608
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,1992,kt,110901.5212
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,1993,kt,113819.7483
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,1994,kt,118668.4712
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,1995,kt,121803.5866
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,1996,kt,125683.509
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,1997,kt,128507.4626
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,1998,kt,132270.4516
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,1999,kt,135087.3019
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,2000,kt,137483.6566
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,2001,kt,138257.4745
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,2002,kt,142651.0012
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,2003,kt,145462.809
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,2004,kt,149999.4059
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,2005,kt,153916.6619
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,2006,kt,157184.0956
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,2007,kt,161549.062
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,2008,kt,160315.8626
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,2009,kt,156386.2115
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,2010,kt,164068.1469
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,2011,kt,167573.3651
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,2012,kt,168439.245
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,2013,kt,173167.5167
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,2014,kt,174590.7945
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,2015,kt,177105.9476
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,2016,kt,178561.9553
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,2017,kt,179855.743
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,2018,kt,180349.1226
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,2019,kt,179570.428
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,2020,kt,156222.664
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,2021,kt,170098.7636
Emissions from pre and post agricultural production,Americas,CO2,Food Transport,2022,kt,170098.7636
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,1990,kt,42308.50097
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,1991,kt,50131.87064
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,1992,kt,45429.98397
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,1993,kt,44039.35813
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,1994,kt,42811.49552
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,1995,kt,59786.69079
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,1996,kt,62034.18378
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,1997,kt,64247.23791
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,1998,kt,54710.19778
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,1999,kt,52537.54404
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,2000,kt,55853.70497
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,2001,kt,55749.55166
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,2002,kt,45088.45265
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,2003,kt,45784.17197
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,2004,kt,44698.41929
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,2005,kt,44204.12909
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,2006,kt,42921.06955
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,2007,kt,44685.7344
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,2008,kt,44050.07078
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,2009,kt,38633.29056
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,2010,kt,39710.03834
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,2011,kt,38265.04235
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,2012,kt,38198.13798
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,2013,kt,37761.11863
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,2014,kt,40033.81887
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,2015,kt,40520.37028
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,2016,kt,40574.74376
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,2017,kt,37522.25329
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,2018,kt,35706.97251
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,2019,kt,35445.12335
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,2020,kt,35255.36706
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,2021,kt,38056.15017
Emissions from pre and post agricultural production,Americas,CO2,Food Packaging,2022,kt,38056.15017
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,1990,kt,54113.93911
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,1991,kt,54888.85939
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,1992,kt,56068.58069
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,1993,kt,57497.79321
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,1994,kt,58941.69477
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,1995,kt,61101.6498
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,1996,kt,63240.21434
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,1997,kt,69459.65505
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,1998,kt,70789.61908
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,1999,kt,71637.91701
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,2000,kt,74214.3371
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,2001,kt,78220.42697
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,2002,kt,74146.42784
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,2003,kt,74610.4459
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,2004,kt,75802.73992
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,2005,kt,76076.29656
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,2006,kt,74298.71275
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,2007,kt,78655.63384
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,2008,kt,77489.05663
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,2009,kt,74204.95319
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,2010,kt,76348.59297
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,2011,kt,74518.8064
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,2012,kt,72108.68748
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,2013,kt,75434.82157
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,2014,kt,77383.60253
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,2015,kt,74998.26087
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,2016,kt,72126.45834
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,2017,kt,70106.50508
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,2018,kt,70573.49326
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,2019,kt,70821.79105
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,2020,kt,63011.61555
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,2021,kt,67651.86795
Emissions from pre and post agricultural production,Americas,CO2,Food Retail,2022,kt,67651.86795
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,1990,kt,150602.5591
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,1991,kt,153675.8763
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,1992,kt,158885.4947
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,1993,kt,165621.5926
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,1994,kt,168017.9559
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,1995,kt,172839.5797
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,1996,kt,180356.2148
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,1997,kt,188323.3027
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,1998,kt,191268.6757
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,1999,kt,192063.6145
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,2000,kt,198303.7986
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,2001,kt,203590.0282
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,2002,kt,192941.4558
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,2003,kt,191835.0973
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,2004,kt,188417.0006
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,2005,kt,191286.5493
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,2006,kt,184946.893
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,2007,kt,187849.4571
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,2008,kt,184703.8405
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,2009,kt,177150.2168
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,2010,kt,179456.3886
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,2011,kt,173828.9453
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,2012,kt,167341.3198
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,2013,kt,176139.1036
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,2014,kt,180943.213
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,2015,kt,173704.9376
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,2016,kt,168500.2298
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,2017,kt,163270.55
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,2018,kt,166281.8831
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,2019,kt,160850.3881
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,2020,kt,159902.2308
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,2021,kt,167890.6358
Emissions from pre and post agricultural production,Americas,CO2,Food Household Consumption,2022,kt,167890.6358
Emissions from pre and post agricultural production,Americas,CO2,Incineration,1990,kt,3595.149988
Emissions from pre and post agricultural production,Americas,CO2,Incineration,1991,kt,3602.57483
Emissions from pre and post agricultural production,Americas,CO2,Incineration,1992,kt,3599.18753
Emissions from pre and post agricultural production,Americas,CO2,Incineration,1993,kt,3604.976565
Emissions from pre and post agricultural production,Americas,CO2,Incineration,1994,kt,3618.844871
Emissions from pre and post agricultural production,Americas,CO2,Incineration,1995,kt,3632.887616
